"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","twitter_account","facebook_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","in_office","dw_nominate","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct","middle_name","youtube_account","leadership_role","suffix","contact_form","vacate","successor","non_voting"
"B001251","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001251.json","G.","Butterfield","1947-04-27","M","D","GKButterfield","congressmangkbutterfield",400616,1013540,41077,20340,"N00027035","/m/03g_pq","H4NC01046","https://butterfield.house.gov","https://butterfield.house.gov/rss.xml",FALSE,-0.403,16,2018,1211,85,2,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:nc/cd:1","2080 Rayburn House Office Building","202-225-3101","202-225-3354","NC","1",FALSE,3701,7.02,97.36,2.64,"K.","GKBNC01",NA,NA,NA,0,0,0
"B001289","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001289.json","Bradley","Byrne","1955-02-16","M","R","RepByrne","RepByrne",412601,73486,27584,21376,"N00035380","/m/09g6kty","H4AL01123","https://byrne.house.gov","https://byrne.house.gov/rss.xml",FALSE,0.544,6,2018,1211,8,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:al/cd:1","119 Cannon House Office Building","202-225-4931","202-225-0562","AL","1",FALSE,101,0.66,98.41,1.59,NA,NA,NA,NA,NA,0,0,0
"C000059","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000059.json","Ken","Calvert","1953-06-08","M","R","KenCalvert","70063393423",400057,26709,26777,29323,"N00007099","/m/024xl1","H2CA37023","https://calvert.house.gov","https://calvert.house.gov/rss.xml",FALSE,0.348,26,2018,1211,12,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:ca/cd:42","2205 Rayburn House Office Building","202-225-1986","202-225-2004","CA","42",FALSE,642,0.99,97.82,2.18,NA,"RepKenCalvert",NA,NA,NA,0,0,0
"C001037","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001037.json","Michael","Capuano","1952-01-09","M","D","RepMikeCapuano","RepMichaelCapuano",400063,56760,18883,29919,"N00000267","/m/028vsm","H8MA08071","http://capuano.house.gov",NA,FALSE,-0.58,20,2018,1211,81,2,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:ma/cd:7","1414 Longworth HOB","202-225-5111","202-225-9322","MA","7",FALSE,2507,6.69,96.45,3.55,"E.","RepMikeCapuano","",NA,"http://capuano.house.gov/contact/email.shtml",0,0,0
"C001112","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001112.json","Salud","Carbajal","1964-11-18","M","D","RepCarbajal","repsaludcarbajal",412686,104728,81569,21709,"N00037015","/g/11c2q53dct","H6CA24303","https://carbajal.house.gov",NA,FALSE,-0.297,2,2018,1211,29,1,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:ca/cd:24","212 Cannon House Office Building","202-225-3601",NA,"CA","24",FALSE,624,2.39,95.31,4.69,NA,"repcarbajal",NA,NA,NA,0,0,0
"C001097","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001097.json","Tony","Cardenas","1963-03-31","M","D","RepCardenas","repcardenas",412517,63934,9754,21309,"N00033373","/m/0cgzsw","H2CA28113","https://cardenas.house.gov",NA,FALSE,-0.38,6,2018,1211,81,1,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:ca/cd:29","1510 Longworth House Office Building","202-225-6131","202-225-0819","CA","29",FALSE,629,6.69,97,3,NA,"repcardenas",NA,NA,NA,0,0,0
"C001072","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001072.json","Andre","Carson","1974-10-16","M","D","RepAndreCarson","CongressmanAndreCarson",412258,1027364,84917,20757,"N00029513","/m/03qcvz1","H8IN07184","https://carson.house.gov","https://carson.house.gov/rss.xml",FALSE,-0.429,12,2018,1211,33,1,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:in/cd:7","2135 Rayburn House Office Building","202-225-4011","202-225-5633","IN","7",FALSE,1807,2.73,96.52,3.48,NA,"repandrecarson",NA,NA,NA,0,0,0
"C001051","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001051.json","John","Carter","1941-11-06","M","R","JudgeCarter","judgecarter",400068,1004257,49296,20356,"N00025095","/m/04m7rg","H2TX31044","https://carter.house.gov",NA,FALSE,0.466,16,2018,1211,39,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:tx/cd:31","2110 Rayburn House Office Building","202-225-3864","202-225-5886","TX","31",FALSE,4831,3.22,97.86,2.14,NA,"repjohncarter",NA,NA,NA,0,0,0
"C001103","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001103.json","Buddy","Carter","1957-09-06","M","R","RepBuddyCarter","congressmanbuddycarter",412622,76158,32085,21513,"N00035346","/m/0w32xj9","H4GA01039","https://buddycarter.house.gov",NA,FALSE,0.569,4,2018,1211,27,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:ga/cd:1","432 Cannon House Office Building","202-225-5831","202-226-2269","GA","1",FALSE,1301,2.23,95.25,4.75,NA,NA,NA,NA,NA,0,0,0
"C001090","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001090.json","Matt","Cartwright","1961-05-01","M","D","RepCartwright","CongressmanMattCartwright",412571,79865,136236,21358,"N00034128","/m/0j_6b9d","H2PA17079","https://cartwright.house.gov",NA,FALSE,-0.37,6,2018,1211,12,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:pa/cd:17","1034 Longworth House Office Building","202-225-5546","570-341-1055","PA","17",FALSE,4217,0.99,96.4,3.6,NA,NA,NA,NA,NA,0,0,0
"C001066","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001066.json","Kathy","Castor","1966-08-20","F","D","USRepKCastor","USRepKathyCastor",412195,1022874,53825,20708,"N00027514","/m/0dq1v6","H6FL11126","https://castor.house.gov","https://castor.house.gov/news/rss.aspx",FALSE,-0.439,12,2018,1211,43,0,"2021-03-02 02:35:28 -0500","ocd-division/country:us/state:fl/cd:14","2052 Rayburn House Office Building","202-225-3376","202-225-5652","FL","14",FALSE,1214,3.55,97.45,2.55,NA,"RepKathyCastor",NA,NA,NA,0,0,0
"C001091","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001091.json","Joaquin","Castro","1974-09-16","M","D","JoaquinCastrotx","326420614138023",412576,63974,49227,21362,"N00033316","/m/0bmclg","H2TX35011","https://castro.house.gov",NA,FALSE,-0.394,6,2018,1211,12,2,"2021-03-02 02:35:28 -0500","ocd-division/country:us/state:tx/cd:20","1221 Longworth House Office Building","202-225-3236","202-225-1915","TX","20",FALSE,4820,0.99,96.57,3.43,NA,"JoaquinCastroTX",NA,NA,NA,0,0,0
"C000266","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000266.json","Steven","Chabot","1953-01-22","M","R","RepSteveChabot","RepSteveChabot",400071,36705,21790,29550,"N00003689","/m/0343vk","H8OH01043","https://chabot.house.gov",NA,FALSE,0.584,8,2018,1211,3,0,"2021-03-02 02:35:28 -0500","ocd-division/country:us/state:oh/cd:1","2371 Rayburn House Office Building","202-225-2216","202-225-3012","OH","1",FALSE,3901,0.25,98.17,1.83,"J.","congressmanchabot",NA,NA,NA,0,0,0
"C001076","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001076.json","Jason","Chaffetz","1967-03-26","M","R","JasonInTheHouse","CongressmanJasonChaffetz",412270,1031362,103482,20949,"N00028958","/m/047blr4","H8UT03089","http://clerk.house.gov/member_info/vacancies_pr.aspx?pr=house&amp;vid=111",NA,FALSE,0.647,10,2018,345,45,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:ut/cd:3","2236 Rayburn House Office Building","202-225-7751","202-225-5629","UT","3",FALSE,4903,13.04,98.99,1.01,NA,"JasonChaffetz",NA,NA,NA,1,0,0
"C001109","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001109.json","Liz","Cheney","1966-07-28","F","R","RepLizCheney","replizcheney",412732,86147,171319,21710,"N00035504","/m/04slt0","H6WY00159","https://cheney.house.gov","https://cheney.house.gov/category/press_release/feed/",FALSE,0.517,2,2018,1211,53,0,"2021-03-02 02:35:28 -0500","ocd-division/country:us/state:wy/cd:1","416 Cannon House Office Building","202-225-2311",NA,"WY","At-Large",TRUE,5600,4.38,96.79,3.21,NA,NA,NA,NA,NA,0,0,0
"C001080","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001080.json","Judy","Chu","1953-07-07","F","D","RepJudyChu","RepJudyChu",412379,92573,16539,20955,"N00030600","/m/0krsk2","H0CA32101","https://chu.house.gov","https://chu.house.gov/rss.xml",FALSE,-0.488,12,2018,1211,27,2,"2021-03-02 02:35:28 -0500","ocd-division/country:us/state:ca/cd:27","2423 Rayburn House Office Building","202-225-5464","202-225-5467","CA","27",FALSE,627,2.23,96.19,3.81,NA,"RepJudyChu",NA,NA,NA,0,0,0
"C001084","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001084.json","David","Cicilline","1961-07-15","M","D","RepCicilline","CongressmanDavidCicilline",412470,1033865,7349,21172,"N00032019","/m/04t97v","H0RI01073","https://cicilline.house.gov","https://cicilline.house.gov/rss.xml",FALSE,-0.39,8,2018,1211,23,1,"2021-03-02 02:35:28 -0500","ocd-division/country:us/state:ri/cd:1","2244 Rayburn House Office Building","202-225-4911","202-225-3290","RI","1",FALSE,4401,1.9,97.66,2.34,NA,"RepDavidCicilline",NA,NA,NA,0,0,0
"C001101","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001101.json","Katherine","Clark","1963-07-17","F","D","RepKClark","CongresswomanClark",412600,73178,35858,21375,"N00035278","/m/0fpjc8b","H4MA05084","https://katherineclark.house.gov",NA,FALSE,-0.49,6,2018,1211,31,2,"2021-03-02 02:35:28 -0500","ocd-division/country:us/state:ma/cd:5","1415 Longworth House Office Building","202-225-2836","202-226-0092","MA","5",FALSE,2505,2.56,97.65,2.35,NA,NA,NA,NA,NA,0,0,0
"C001067","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001067.json","Yvette","Clarke","1964-11-21","F","D","RepYvetteClarke","repyvettedclarke",412221,1022875,44741,20733,"N00026961","/m/06h90t","H4NY11138","https://clarke.house.gov","https://clarke.house.gov/category/press-releases/feed/",FALSE,-0.616,12,2018,1211,33,0,"2021-03-02 02:35:28 -0500","ocd-division/country:us/state:ny/cd:9","2058 Rayburn House Office Building","202-225-6231","202-226-0112","NY","9",FALSE,3609,2.73,96.17,3.83,"D.","repyvetteclarke",NA,NA,NA,0,0,0
"C001049","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001049.json","William","Clay","1956-07-27","M","D",NA,"109135405838588",400074,88332,8967,20147,"N00012460","/m/024vjr","H0MO01066","https://lacyclay.house.gov","https://lacyclay.house.gov/rss.xml",FALSE,-0.48,18,2018,1211,59,1,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:mo/cd:1","2428 Rayburn House Office Building","202-225-2406","202-226-3717","MO","1",FALSE,2901,4.87,96.53,3.47,"Lacy","WilliamLacyClay",NA,NA,NA,0,0,0
"C001061","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001061.json","Emanuel","Cleaver","1944-10-26","M","D","RepCleaver","emanuelcleaverii",400639,10933,39507,20517,"N00026790","/m/04cbbm","H4MO05234","https://cleaver.house.gov","https://cleaver.house.gov/rss.xml",FALSE,-0.453,14,2018,1211,107,5,"2021-03-02 02:35:28 -0500","ocd-division/country:us/state:mo/cd:5","2335 Rayburn House Office Building","202-225-4535","202-225-4403","MO","5",FALSE,2905,8.84,97.48,2.52,NA,"repcleaver",NA,"II",NA,0,0,0
"C001115","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001115.json","Michael","Cloud","1975-05-13","M","R","RepCloudTX",NA,412746,10322,177350,NA,"N00041882","/g/11f6y3n6vk","","https://cloud.house.gov",NA,FALSE,NA,2,2018,186,0,0,"2021-03-02 02:35:29 -0500","ocd-division/country:us/state:tx/cd:27",NA,NA,NA,"TX","27",FALSE,4827,0,95.68,4.32,NA,NA,NA,NA,NA,0,1,0
"C000537","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000537.json","James","Clyburn","1940-07-21","M","D","WhipClyburn","jameseclyburn",400075,21607,27066,39301,"N00002408","/m/03c469","H2SC02042","https://clyburn.house.gov",NA,FALSE,-0.464,26,2018,1211,92,1,"2021-03-02 02:35:29 -0500","ocd-division/country:us/state:sc/cd:6","242 Cannon House Office Building","202-225-3315","202-225-2313","SC","6",FALSE,4506,7.6,98.07,1.93,"E.","repjamesclyburn","Assistant Leader",NA,NA,0,0,0
"C001077","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001077.json","Mike","Coffman","1955-03-19","M","R","RepMikeCoffman","repmikecoffman",412271,1031340,1535,20906,"N00024753","/m/03gy95d","H8CO06138","https://coffman.house.gov",NA,FALSE,0.492,10,2018,1211,9,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:co/cd:6","2443 Rayburn House Office Building","202-225-7882","202-226-4623","CO","6",FALSE,806,0.74,92.89,7.11,NA,"CongressmanCoffman","",NA,NA,0,0,0
"C001068","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001068.json","Steve","Cohen","1949-05-24","M","D","RepCohen","CongressmanSteveCohen",412236,1022876,24340,20748,"N00003225","/m/04l8cr","H6TN09068","https://cohen.house.gov","https://cohen.house.gov/rss.xml",FALSE,-0.4,12,2018,1211,7,3,"2021-03-02 02:35:29 -0500","ocd-division/country:us/state:tn/cd:9","2404 Rayburn House Office Building","202-225-3265","202-225-5663","TN","9",FALSE,4709,0.58,96.25,3.75,NA,"repcohen",NA,NA,NA,0,0,0
"C001053","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001053.json","Tom","Cole","1949-04-28","M","R","TomColeOK04","TomColeOK04",400077,1003609,46034,20344,"N00025726","/m/03tqb0","H2OK04055","https://cole.house.gov","https://cole.house.gov/rss.xml",FALSE,0.335,16,2018,1211,25,0,"2021-03-02 02:35:29 -0500","ocd-division/country:us/state:ok/cd:4","2467 Rayburn House Office Building","202-225-6165","202-225-3512","OK","4",FALSE,4004,2.06,96.27,3.73,NA,"reptomcole",NA,NA,NA,0,0,0
"C001092","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001092.json","Chris","Collins","1950-05-20","M","R","RepChrisCollins","RepChrisCollins",412563,94144,139770,21345,"N00001285","/m/03cv81x","H8NY29032","https://chriscollins.house.gov","https://chriscollins.house.gov/rss.xml",FALSE,0.365,6,2018,1211,42,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:ny/cd:27","1117 Longworth House Office Building","202-225-5265","202-225-5910","NY","27",FALSE,3627,3.47,97.51,2.49,NA,"RepChrisCollins","",NA,NA,0,0,0
"C001093","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001093.json","Doug","Collins","1966-08-16","M","R","RepDougCollins","RepresentativeDougCollins",412531,79719,67851,21323,"N00033518","/m/0lq9rkz","H2GA09150","https://dougcollins.house.gov","https://dougcollins.house.gov/rss.xml",FALSE,0.622,6,2018,1211,44,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:ga/cd:9","1504 Longworth House Office Building","202-225-9893","202-226-1224","GA","9",FALSE,1309,3.63,96.73,3.27,NA,"repdougcollins",NA,NA,NA,0,0,0
"C001108","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001108.json","James","Comer","1972-08-19","M","R","RepJamesComer","congressmancomer",412676,76619,35169,21565,"N00038260","/m/0j65cf0","H6KY01110","https://comer.house.gov",NA,FALSE,0.596,4,2018,1211,7,0,"2021-03-02 02:35:29 -0500","ocd-division/country:us/state:ky/cd:1","1513 Longworth House Office Building","202-225-3115",NA,"KY","1",FALSE,2101,0.58,95.41,4.59,NA,NA,NA,NA,NA,0,0,0
"C001105","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001105.json","Barbara","Comstock","1959-06-30","F","R","RepComstock","RepBarbaraComstock",412658,57186,112252,21555,"N00036023","/m/02890yr","H4VA10089","https://comstock.house.gov",NA,FALSE,0.276,4,2018,1211,79,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:va/cd:10","229 Cannon House Office Building","202-225-5136","202-225-0437","VA","10",FALSE,5110,6.52,95.56,4.44,NA,NA,"",NA,NA,0,0,0
"C001062","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001062.json","K.","Conaway","1948-06-11","M","R","ConawayTX11","mike.conaway",400655,1004595,49935,20531,"N00026041","/m/04cmt7","H4TX19136","https://conaway.house.gov",NA,FALSE,0.59,14,2018,1211,2,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:tx/cd:11","2430 Rayburn House Office Building","202-225-3605","202-225-1783","TX","11",FALSE,4811,0.17,95.26,4.74,"Michael","mikeconaway11",NA,NA,NA,0,0,0
"C001078","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001078.json","Gerald","Connolly","1950-03-30","M","D","GerryConnolly","CongressmanGerryConnolly",412272,1015936,95078,20952,"N00029891","/m/04f40kn","H8VA11062","https://connolly.house.gov",NA,FALSE,-0.309,10,2018,1211,10,2,"2021-03-02 02:35:29 -0500","ocd-division/country:us/state:va/cd:11","2238 Rayburn House Office Building","202-225-1492","202-225-3071","VA","11",FALSE,5111,0.83,96.75,3.25,"E.","repconnolly",NA,NA,NA,0,0,0
"C000714","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000714.json","John","Conyers","1929-05-16","M","D","RepJohnConyers","CongressmanConyers",400080,1824,26904,10713,"N00004029","/m/02hy5d","H6MI01028","https://conyers.house.gov/",NA,FALSE,-0.658,54,2018,658,34,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:mi/cd:13","2426 Rayburn House Office Building","202-225-5126","202-225-0072","MI","13",FALSE,2613,5.17,96.41,3.59,NA,"JCMI14","","Jr.",NA,1,0,0
"C001094","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001094.json","Paul","Cook","1943-03-03","M","R","RepPaulCook","RepPaulCook",412513,68278,58121,21305,"N00034224","/m/0288t_6","H2CA08164","https://cook.house.gov",NA,FALSE,0.39,6,2018,1211,2,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:ca/cd:8","1222 Longworth House Office Building","202-225-5861","202-225-6498","CA","8",FALSE,608,0.17,96.51,3.49,NA,"RepPaulCook",NA,NA,NA,0,0,0
"C000754","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000754.json","Jim","Cooper","1954-06-19","M","D","RepJimCooper","JimCooper",400081,1201,48891,15019,"N00003132","/m/03tm2p","H2TN05131","https://cooper.house.gov","https://cooper.house.gov/rss.xml",FALSE,-0.161,16,2018,1211,6,1,"2021-03-02 02:35:29 -0500","ocd-division/country:us/state:tn/cd:5","1536 Longworth House Office Building","202-225-4311","202-226-1035","TN","5",FALSE,4705,0.5,89.68,10.32,NA,"RepJimCooper",NA,NA,NA,0,0,0
"C001110","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001110.json","J.","Correa","1958-01-24","M","D","reploucorrea","RepLouCorrea",412688,46310,9732,21711,"N00037260","/m/02q_np2","H6CA46116","https://correa.house.gov",NA,FALSE,-0.275,2,2018,1211,6,0,"2021-03-02 02:35:29 -0500","ocd-division/country:us/state:ca/cd:46","1039 Longworth House Office Building","202-225-2965",NA,"CA","46",FALSE,646,0.5,91.32,8.68,"Luis",NA,NA,NA,NA,0,0,0
"C001059","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001059.json","Jim","Costa","1952-04-13","M","D","RepJimCosta","RepJimCosta",400618,19599,3577,20501,"N00026341","/m/04chm2","H4CA20082","https://costa.house.gov","https://costa.house.gov/rss.xml",FALSE,-0.188,14,2018,1211,179,0,"2021-03-02 02:35:29 -0500","ocd-division/country:us/state:ca/cd:16","2081 Rayburn House Office Building","202-225-3341","202-225-9308","CA","16",FALSE,616,14.78,84.92,15.08,NA,"RepJimCostaCA20",NA,NA,NA,0,0,0
"C001106","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001106.json","Ryan","Costello","1976-09-07","M","R","RepRyanCostello","CongressmanRyanCostello",412651,95125,133557,21547,"N00031064","/m/0127dxsz","H0PA06076","https://costello.house.gov",NA,FALSE,0.217,4,2018,1211,49,1,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:pa/cd:6","326 Cannon House Office Building","202-225-4315","202-225-8440","PA","6",FALSE,4206,4.05,87.72,12.28,NA,NA,"",NA,NA,0,0,0
